timestamp,asset_id,site,power_kw,capacity_kw
2024-06-02T16:00,ASSET-000,SolarFarmA,263.63,500
2024-06-02T17:00,ASSET-000,SolarFarmA,307.24,500
2024-06-02T18:00,ASSET-000,SolarFarmA,346.09,500
2024-06-02T19:00,ASSET-000,SolarFarmA,315.78,500
2024-06-02T20:00,ASSET-000,SolarFarmA,258.65,500
2024-06-02T21:00,ASSET-000,SolarFarmA,361.25,500
2024-06-02T22:00,ASSET-000,SolarFarmA,282.19,500
2024-06-02T23:00,ASSET-000,SolarFarmA,192.78,500
2024-06-03T00:00,ASSET-000,SolarFarmA,232.59,500
2024-06-03T01:00,ASSET-000,SolarFarmA,236.43,500
2024-06-03T02:00,ASSET-000,SolarFarmA,349.65,500
2024-06-03T03:00,ASSET-000,SolarFarmA,290.95,500
2024-06-03T04:00,ASSET-000,SolarFarmA,335.78,500
2024-06-03T05:00,ASSET-000,SolarFarmA,359.64,500
2024-06-03T06:00,ASSET-000,SolarFarmA,325.55,500
2024-06-03T07:00,ASSET-000,SolarFarmA,298.73,500
2024-06-03T08:00,ASSET-000,SolarFarmA,282.78,500
2024-06-03T09:00,ASSET-000,SolarFarmA,316.97,500
2024-06-03T10:00,ASSET-000,SolarFarmA,251.81,500
2024-06-03T11:00,ASSET-000,SolarFarmA,277.07,500
2024-06-03T12:00,ASSET-000,SolarFarmA,337.03,500
2024-06-03T13:00,ASSET-000,SolarFarmA,286.26,500
2024-06-03T14:00,ASSET-000,SolarFarmA,367.88,500
2024-06-03T15:00,ASSET-000,SolarFarmA,271.16,500
2024-06-03T16:00,ASSET-000,SolarFarmA,273.96,500
2024-06-03T17:00,ASSET-000,SolarFarmA,341.55,500
2024-06-03T18:00,ASSET-000,SolarFarmA,310.85,500
2024-06-03T19:00,ASSET-000,SolarFarmA,294.9,500
2024-06-03T20:00,ASSET-000,SolarFarmA,306.95,500
2024-06-03T21:00,ASSET-000,SolarFarmA,286.76,500
2024-06-03T22:00,ASSET-000,SolarFarmA,252.12,500
2024-06-03T23:00,ASSET-000,SolarFarmA,311.26,500
2024-06-04T00:00,ASSET-000,SolarFarmA,400.3,500
2024-06-04T01:00,ASSET-000,SolarFarmA,333.71,500
2024-06-04T02:00,ASSET-000,SolarFarmA,252.46,500
2024-06-04T03:00,ASSET-000,SolarFarmA,295.91,500
2024-06-04T04:00,ASSET-000,SolarFarmA,197.87,500
2024-06-04T05:00,ASSET-000,SolarFarmA,307.12,500
2024-06-04T06:00,ASSET-000,SolarFarmA,302.19,500
2024-06-04T07:00,ASSET-000,SolarFarmA,298.67,500
2024-06-04T08:00,ASSET-000,SolarFarmA,247.76,500
2024-06-04T09:00,ASSET-000,SolarFarmA,366.63,500
2024-06-04T10:00,ASSET-000,SolarFarmA,333.71,500
2024-06-04T11:00,ASSET-000,SolarFarmA,331.54,500
2024-06-04T12:00,ASSET-000,SolarFarmA,210.18,500
2024-06-04T13:00,ASSET-000,SolarFarmA,223.78,500
2024-06-04T14:00,ASSET-000,SolarFarmA,295.08,500
2024-06-04T15:00,ASSET-000,SolarFarmA,389.21,500
2024-06-04T16:00,ASSET-000,SolarFarmA,368.55,500
2024-06-04T17:00,ASSET-000,SolarFarmA,305.75,500
2024-06-04T18:00,ASSET-000,SolarFarmA,367.82,500
2024-06-04T19:00,ASSET-000,SolarFarmA,268.75,500
2024-06-04T20:00,ASSET-000,SolarFarmA,364.48,500
2024-06-04T21:00,ASSET-000,SolarFarmA,310.08,500
2024-06-04T22:00,ASSET-000,SolarFarmA,328.65,500
2024-06-04T23:00,ASSET-000,SolarFarmA,368.21,500
2024-06-05T00:00,ASSET-000,SolarFarmA,333.93,500
2024-06-05T01:00,ASSET-000,SolarFarmA,243.06,500
2024-06-05T02:00,ASSET-000,SolarFarmA,282.76,500
2024-06-05T03:00,ASSET-000,SolarFarmA,345.43,500
2024-06-05T04:00,ASSET-000,SolarFarmA,360.65,500
2024-06-05T05:00,ASSET-000,SolarFarmA,341.18,500
2024-06-05T06:00,ASSET-000,SolarFarmA,269.22,500
2024-06-05T07:00,ASSET-000,SolarFarmA,386.75,500
2024-06-05T08:00,ASSET-000,SolarFarmA,326.8,500
2024-06-05T09:00,ASSET-000,SolarFarmA,350.87,500
2024-06-05T10:00,ASSET-000,SolarFarmA,368.05,500
2024-06-05T11:00,ASSET-000,SolarFarmA,342.74,500
2024-06-05T12:00,ASSET-000,SolarFarmA,291.71,500
2024-06-05T13:00,ASSET-000,SolarFarmA,297.3,500
2024-06-05T14:00,ASSET-000,SolarFarmA,295.2,500
2024-06-05T15:00,ASSET-000,SolarFarmA,262.06,500
2024-06-05T16:00,ASSET-000,SolarFarmA,304.41,500
2024-06-05T17:00,ASSET-000,SolarFarmA,264.03,500
2024-06-05T18:00,ASSET-000,SolarFarmA,281.0,500
2024-06-05T19:00,ASSET-000,SolarFarmA,262.62,500
2024-06-05T20:00,ASSET-000,SolarFarmA,292.05,500
2024-06-05T21:00,ASSET-000,SolarFarmA,232.09,500
2024-06-05T22:00,ASSET-000,SolarFarmA,305.07,500
2024-06-05T23:00,ASSET-000,SolarFarmA,339.48,500
2024-06-06T00:00,ASSET-000,SolarFarmA,353.16,500
2024-06-06T01:00,ASSET-000,SolarFarmA,324.67,500
2024-06-06T02:00,ASSET-000,SolarFarmA,364.42,500
2024-06-06T03:00,ASSET-000,SolarFarmA,317.12,500
2024-06-06T04:00,ASSET-000,SolarFarmA,297.71,500
2024-06-06T05:00,ASSET-000,SolarFarmA,258.08,500
2024-06-06T06:00,ASSET-000,SolarFarmA,288.14,500
2024-06-06T07:00,ASSET-000,SolarFarmA,262.74,500
2024-06-06T08:00,ASSET-000,SolarFarmA,349.47,500
2024-06-06T09:00,ASSET-000,SolarFarmA,345.67,500
2024-06-06T10:00,ASSET-000,SolarFarmA,281.26,500
2024-06-06T11:00,ASSET-000,SolarFarmA,306.82,500
2024-06-06T12:00,ASSET-000,SolarFarmA,288.36,500
2024-06-06T13:00,ASSET-000,SolarFarmA,269.57,500
2024-06-06T14:00,ASSET-000,SolarFarmA,264.74,500
2024-06-06T15:00,ASSET-000,SolarFarmA,361.7,500
2024-06-06T16:00,ASSET-000,SolarFarmA,217.73,500
2024-06-06T17:00,ASSET-000,SolarFarmA,325.48,500
2024-06-06T18:00,ASSET-000,SolarFarmA,292.73,500
2024-06-06T19:00,ASSET-000,SolarFarmA,334.85,500
2024-06-06T20:00,ASSET-000,SolarFarmA,297.19,500
2024-06-06T21:00,ASSET-000,SolarFarmA,284.89,500
2024-06-06T22:00,ASSET-000,SolarFarmA,313.41,500
2024-06-06T23:00,ASSET-000,SolarFarmA,230.55,500
2024-06-07T00:00,ASSET-000,SolarFarmA,307.42,500
2024-06-07T01:00,ASSET-000,SolarFarmA,305.74,500
2024-06-07T02:00,ASSET-000,SolarFarmA,410.16,500
2024-06-07T03:00,ASSET-000,SolarFarmA,277.13,500
2024-06-07T04:00,ASSET-000,SolarFarmA,248.69,500
2024-06-07T05:00,ASSET-000,SolarFarmA,292.99,500
2024-06-07T06:00,ASSET-000,SolarFarmA,323.57,500
2024-06-07T07:00,ASSET-000,SolarFarmA,248.97,500
2024-06-07T08:00,ASSET-000,SolarFarmA,309.14,500
2024-06-07T09:00,ASSET-000,SolarFarmA,389.7,500
2024-06-07T10:00,ASSET-000,SolarFarmA,310.63,500
2024-06-07T11:00,ASSET-000,SolarFarmA,284.68,500
2024-06-07T12:00,ASSET-000,SolarFarmA,329.68,500
2024-06-07T13:00,ASSET-000,SolarFarmA,287.63,500
2024-06-07T14:00,ASSET-000,SolarFarmA,302.86,500
2024-06-07T15:00,ASSET-000,SolarFarmA,330.97,500
2024-06-07T16:00,ASSET-000,SolarFarmA,278.94,500
2024-06-07T17:00,ASSET-000,SolarFarmA,280.22,500
2024-06-07T18:00,ASSET-000,SolarFarmA,242.15,500
2024-06-07T19:00,ASSET-000,SolarFarmA,373.72,500
2024-06-07T20:00,ASSET-000,SolarFarmA,287.69,500
2024-06-07T21:00,ASSET-000,SolarFarmA,342.92,500
2024-06-07T22:00,ASSET-000,SolarFarmA,246.03,500
2024-06-07T23:00,ASSET-000,SolarFarmA,305.23,500
2024-06-08T00:00,ASSET-000,SolarFarmA,281.11,500
2024-06-08T01:00,ASSET-000,SolarFarmA,362.55,500
2024-06-08T02:00,ASSET-000,SolarFarmA,300.5,500
2024-06-08T03:00,ASSET-000,SolarFarmA,306.08,500
2024-06-08T04:00,ASSET-000,SolarFarmA,326.45,500
2024-06-08T05:00,ASSET-000,SolarFarmA,234.84,500
2024-06-08T06:00,ASSET-000,SolarFarmA,381.42,500
2024-06-08T07:00,ASSET-000,SolarFarmA,206.44,500
2024-06-08T08:00,ASSET-000,SolarFarmA,265.94,500
2024-06-08T09:00,ASSET-000,SolarFarmA,320.2,500
2024-06-08T10:00,ASSET-000,SolarFarmA,259.74,500
2024-06-08T11:00,ASSET-000,SolarFarmA,310.01,500
2024-06-08T12:00,ASSET-000,SolarFarmA,353.85,500
2024-06-08T13:00,ASSET-000,SolarFarmA,319.64,500
2024-06-08T14:00,ASSET-000,SolarFarmA,328.57,500
2024-06-08T15:00,ASSET-000,SolarFarmA,345.44,500
2024-06-08T16:00,ASSET-000,SolarFarmA,362.96,500
2024-06-08T17:00,ASSET-000,SolarFarmA,230.17,500
2024-06-08T18:00,ASSET-000,SolarFarmA,341.49,500
2024-06-08T19:00,ASSET-000,SolarFarmA,323.43,500
2024-06-08T20:00,ASSET-000,SolarFarmA,362.76,500
2024-06-08T21:00,ASSET-000,SolarFarmA,411.17,500
2024-06-08T22:00,ASSET-000,SolarFarmA,309.25,500
2024-06-08T23:00,ASSET-000,SolarFarmA,217.17,500
2024-06-09T00:00,ASSET-000,SolarFarmA,285.36,500
2024-06-09T01:00,ASSET-000,SolarFarmA,210.72,500
2024-06-09T02:00,ASSET-000,SolarFarmA,345.65,500
2024-06-09T03:00,ASSET-000,SolarFarmA,322.46,500
2024-06-09T04:00,ASSET-000,SolarFarmA,336.54,500
2024-06-09T05:00,ASSET-000,SolarFarmA,373.5,500
2024-06-09T06:00,ASSET-000,SolarFarmA,171.12,500
2024-06-09T07:00,ASSET-000,SolarFarmA,311.59,500
2024-06-09T08:00,ASSET-000,SolarFarmA,338.2,500
2024-06-09T09:00,ASSET-000,SolarFarmA,294.64,500
2024-06-09T10:00,ASSET-000,SolarFarmA,219.69,500
2024-06-09T11:00,ASSET-000,SolarFarmA,219.97,500
2024-06-09T12:00,ASSET-000,SolarFarmA,310.37,500
2024-06-09T13:00,ASSET-000,SolarFarmA,323.6,500
2024-06-09T14:00,ASSET-000,SolarFarmA,295.7,500
2024-06-09T15:00,ASSET-000,SolarFarmA,343.3,500
2024-06-09T16:00,ASSET-000,SolarFarmA,279.86,500
2024-06-09T17:00,ASSET-000,SolarFarmA,250.94,500
2024-06-09T18:00,ASSET-000,SolarFarmA,251.04,500
2024-06-09T19:00,ASSET-000,SolarFarmA,305.45,500
2024-06-09T20:00,ASSET-000,SolarFarmA,332.68,500
2024-06-09T21:00,ASSET-000,SolarFarmA,366.16,500
2024-06-09T22:00,ASSET-000,SolarFarmA,184.06,500
2024-06-09T23:00,ASSET-000,SolarFarmA,307.88,500
2024-06-10T00:00,ASSET-000,SolarFarmA,218.96,500
2024-06-10T01:00,ASSET-000,SolarFarmA,324.09,500
2024-06-10T02:00,ASSET-000,SolarFarmA,225.09,500
2024-06-10T03:00,ASSET-000,SolarFarmA,279.92,500
2024-06-10T04:00,ASSET-000,SolarFarmA,287.52,500
2024-06-10T05:00,ASSET-000,SolarFarmA,358.28,500
2024-06-10T06:00,ASSET-000,SolarFarmA,317.2,500
2024-06-10T07:00,ASSET-000,SolarFarmA,330.37,500
2024-06-10T08:00,ASSET-000,SolarFarmA,338.22,500
2024-06-10T09:00,ASSET-000,SolarFarmA,323.27,500
2024-06-10T10:00,ASSET-000,SolarFarmA,345.68,500
2024-06-10T11:00,ASSET-000,SolarFarmA,292.28,500
2024-06-10T12:00,ASSET-000,SolarFarmA,271.02,500
2024-06-10T13:00,ASSET-000,SolarFarmA,175.06,500
2024-06-10T14:00,ASSET-000,SolarFarmA,264.87,500
2024-06-10T15:00,ASSET-000,SolarFarmA,298.41,500
2024-06-10T16:00,ASSET-000,SolarFarmA,339.79,500
2024-06-10T17:00,ASSET-000,SolarFarmA,223.93,500
2024-06-10T18:00,ASSET-000,SolarFarmA,257.47,500
2024-06-10T19:00,ASSET-000,SolarFarmA,234.57,500
2024-06-10T20:00,ASSET-000,SolarFarmA,314.29,500
2024-06-10T21:00,ASSET-000,SolarFarmA,269.3,500
2024-06-10T22:00,ASSET-000,SolarFarmA,330.75,500
2024-06-10T23:00,ASSET-000,SolarFarmA,335.57,500
2024-06-11T00:00,ASSET-000,SolarFarmA,267.98,500
2024-06-11T01:00,ASSET-000,SolarFarmA,170.2,500
2024-06-11T02:00,ASSET-000,SolarFarmA,335.56,500
2024-06-11T03:00,ASSET-000,SolarFarmA,314.97,500
2024-06-11T04:00,ASSET-000,SolarFarmA,280.34,500
2024-06-11T05:00,ASSET-000,SolarFarmA,300.27,500
2024-06-11T06:00,ASSET-000,SolarFarmA,288.57,500
2024-06-11T07:00,ASSET-000,SolarFarmA,302.0,500
2024-06-11T08:00,ASSET-000,SolarFarmA,287.34,500
2024-06-11T09:00,ASSET-000,SolarFarmA,374.95,500
2024-06-11T10:00,ASSET-000,SolarFarmA,308.55,500
2024-06-11T11:00,ASSET-000,SolarFarmA,288.3,500
2024-06-11T12:00,ASSET-000,SolarFarmA,341.35,500
2024-06-11T13:00,ASSET-000,SolarFarmA,258.18,500
2024-06-11T14:00,ASSET-000,SolarFarmA,291.3,500
2024-06-11T15:00,ASSET-000,SolarFarmA,278.29,500
2024-06-11T16:00,ASSET-000,SolarFarmA,277.09,500
2024-06-11T17:00,ASSET-000,SolarFarmA,257.76,500
2024-06-11T18:00,ASSET-000,SolarFarmA,312.33,500
2024-06-11T19:00,ASSET-000,SolarFarmA,348.68,500
2024-06-11T20:00,ASSET-000,SolarFarmA,249.58,500
2024-06-11T21:00,ASSET-000,SolarFarmA,310.31,500
2024-06-11T22:00,ASSET-000,SolarFarmA,350.58,500
2024-06-11T23:00,ASSET-000,SolarFarmA,288.39,500
2024-06-12T00:00,ASSET-000,SolarFarmA,314.78,500
2024-06-12T01:00,ASSET-000,SolarFarmA,331.66,500
2024-06-12T02:00,ASSET-000,SolarFarmA,235.8,500
2024-06-12T03:00,ASSET-000,SolarFarmA,219.49,500
2024-06-12T04:00,ASSET-000,SolarFarmA,360.72,500
2024-06-12T05:00,ASSET-000,SolarFarmA,332.4,500
2024-06-12T06:00,ASSET-000,SolarFarmA,333.36,500
2024-06-12T07:00,ASSET-000,SolarFarmA,288.34,500
2024-06-12T08:00,ASSET-000,SolarFarmA,304.5,500
2024-06-12T09:00,ASSET-000,SolarFarmA,246.71,500
2024-06-12T10:00,ASSET-000,SolarFarmA,288.39,500
2024-06-12T11:00,ASSET-000,SolarFarmA,371.62,500
2024-06-12T12:00,ASSET-000,SolarFarmA,223.48,500
2024-06-12T13:00,ASSET-000,SolarFarmA,284.02,500
2024-06-12T14:00,ASSET-000,SolarFarmA,335.23,500
2024-06-12T15:00,ASSET-000,SolarFarmA,283.47,500
2024-06-12T16:00,ASSET-000,SolarFarmA,339.83,500
2024-06-12T17:00,ASSET-000,SolarFarmA,360.85,500
2024-06-12T18:00,ASSET-000,SolarFarmA,294.63,500
2024-06-12T19:00,ASSET-000,SolarFarmA,229.08,500
2024-06-12T20:00,ASSET-000,SolarFarmA,335.43,500
2024-06-12T21:00,ASSET-000,SolarFarmA,197.29,500
2024-06-12T22:00,ASSET-000,SolarFarmA,397.41,500
2024-06-12T23:00,ASSET-000,SolarFarmA,305.08,500
2024-06-13T00:00,ASSET-000,SolarFarmA,333.75,500
2024-06-13T01:00,ASSET-000,SolarFarmA,384.45,500
2024-06-13T02:00,ASSET-000,SolarFarmA,306.66,500
2024-06-13T03:00,ASSET-000,SolarFarmA,316.48,500
2024-06-13T04:00,ASSET-000,SolarFarmA,244.98,500
2024-06-13T05:00,ASSET-000,SolarFarmA,288.33,500
2024-06-13T06:00,ASSET-000,SolarFarmA,344.43,500
2024-06-13T07:00,ASSET-000,SolarFarmA,286.54,500
2024-06-13T08:00,ASSET-000,SolarFarmA,303.41,500
2024-06-13T09:00,ASSET-000,SolarFarmA,275.94,500
2024-06-13T10:00,ASSET-000,SolarFarmA,251.72,500
2024-06-13T11:00,ASSET-000,SolarFarmA,337.63,500
2024-06-13T12:00,ASSET-000,SolarFarmA,280.0,500
2024-06-13T13:00,ASSET-000,SolarFarmA,289.29,500
2024-06-13T14:00,ASSET-000,SolarFarmA,282.5,500
2024-06-13T15:00,ASSET-000,SolarFarmA,340.86,500
2024-06-13T16:00,ASSET-000,SolarFarmA,285.31,500
2024-06-13T17:00,ASSET-000,SolarFarmA,299.64,500
2024-06-13T18:00,ASSET-000,SolarFarmA,301.74,500
2024-06-13T19:00,ASSET-000,SolarFarmA,334.77,500
2024-06-13T20:00,ASSET-000,SolarFarmA,349.08,500
2024-06-13T21:00,ASSET-000,SolarFarmA,303.5,500
2024-06-13T22:00,ASSET-000,SolarFarmA,390.39,500
2024-06-13T23:00,ASSET-000,SolarFarmA,293.42,500
2024-06-14T00:00,ASSET-000,SolarFarmA,271.33,500
2024-06-14T01:00,ASSET-000,SolarFarmA,371.3,500
2024-06-14T02:00,ASSET-000,SolarFarmA,195.59,500
2024-06-14T03:00,ASSET-000,SolarFarmA,355.57,500
2024-06-14T04:00,ASSET-000,SolarFarmA,280.71,500
2024-06-14T05:00,ASSET-000,SolarFarmA,255.64,500
2024-06-14T06:00,ASSET-000,SolarFarmA,315.25,500
2024-06-14T07:00,ASSET-000,SolarFarmA,273.04,500
2024-06-14T08:00,ASSET-000,SolarFarmA,336.53,500
2024-06-14T09:00,ASSET-000,SolarFarmA,280.17,500
2024-06-14T10:00,ASSET-000,SolarFarmA,282.01,500
2024-06-14T11:00,ASSET-000,SolarFarmA,353.87,500
2024-06-14T12:00,ASSET-000,SolarFarmA,323.28,500
2024-06-14T13:00,ASSET-000,SolarFarmA,301.28,500
2024-06-14T14:00,ASSET-000,SolarFarmA,207.06,500
2024-06-14T15:00,ASSET-000,SolarFarmA,336.9,500
2024-06-14T16:00,ASSET-000,SolarFarmA,234.24,500
2024-06-14T17:00,ASSET-000,SolarFarmA,296.11,500
2024-06-14T18:00,ASSET-000,SolarFarmA,310.22,500
2024-06-14T19:00,ASSET-000,SolarFarmA,258.33,500
2024-06-14T20:00,ASSET-000,SolarFarmA,228.01,500
2024-06-14T21:00,ASSET-000,SolarFarmA,316.92,500
2024-06-14T22:00,ASSET-000,SolarFarmA,345.43,500
2024-06-14T23:00,ASSET-000,SolarFarmA,293.38,500
2024-06-15T00:00,ASSET-000,SolarFarmA,360.78,500
2024-06-15T01:00,ASSET-000,SolarFarmA,257.49,500
2024-06-15T02:00,ASSET-000,SolarFarmA,282.7,500
2024-06-15T03:00,ASSET-000,SolarFarmA,321.2,500
2024-06-15T04:00,ASSET-000,SolarFarmA,215.21,500
2024-06-15T05:00,ASSET-000,SolarFarmA,293.21,500
2024-06-15T06:00,ASSET-000,SolarFarmA,386.59,500
2024-06-15T07:00,ASSET-000,SolarFarmA,284.93,500
2024-06-15T08:00,ASSET-000,SolarFarmA,281.76,500
2024-06-15T09:00,ASSET-000,SolarFarmA,307.93,500
2024-06-15T10:00,ASSET-000,SolarFarmA,316.87,500
2024-06-15T11:00,ASSET-000,SolarFarmA,351.76,500
2024-06-15T12:00,ASSET-000,SolarFarmA,230.56,500
2024-06-15T13:00,ASSET-000,SolarFarmA,267.24,500
2024-06-15T14:00,ASSET-000,SolarFarmA,273.0,500
2024-06-15T15:00,ASSET-000,SolarFarmA,322.11,500
2024-06-15T16:00,ASSET-000,SolarFarmA,279.54,500
2024-06-15T17:00,ASSET-000,SolarFarmA,462.53,500
2024-06-15T18:00,ASSET-000,SolarFarmA,337.08,500
2024-06-15T19:00,ASSET-000,SolarFarmA,303.75,500
2024-06-15T20:00,ASSET-000,SolarFarmA,283.14,500
2024-06-15T21:00,ASSET-000,SolarFarmA,245.84,500
2024-06-15T22:00,ASSET-000,SolarFarmA,288.11,500
2024-06-15T23:00,ASSET-000,SolarFarmA,209.27,500
2024-06-16T00:00,ASSET-000,SolarFarmA,290.97,500
2024-06-16T01:00,ASSET-000,SolarFarmA,310.35,500
2024-06-16T02:00,ASSET-000,SolarFarmA,239.55,500
2024-06-16T03:00,ASSET-000,SolarFarmA,330.41,500
2024-06-16T04:00,ASSET-000,SolarFarmA,333.21,500
2024-06-16T05:00,ASSET-000,SolarFarmA,242.74,500
2024-06-16T06:00,ASSET-000,SolarFarmA,261.09,500
2024-06-16T07:00,ASSET-000,SolarFarmA,260.48,500
2024-06-16T08:00,ASSET-000,SolarFarmA,280.41,500
2024-06-16T09:00,ASSET-000,SolarFarmA,304.63,500
2024-06-16T10:00,ASSET-000,SolarFarmA,289.78,500
2024-06-16T11:00,ASSET-000,SolarFarmA,229.83,500
2024-06-16T12:00,ASSET-000,SolarFarmA,339.51,500
2024-06-16T13:00,ASSET-000,SolarFarmA,393.26,500
2024-06-16T14:00,ASSET-000,SolarFarmA,296.46,500
2024-06-16T15:00,ASSET-000,SolarFarmA,377.79,500
2024-06-16T16:00,ASSET-000,SolarFarmA,332.74,500
2024-06-16T17:00,ASSET-000,SolarFarmA,363.88,500
2024-06-16T18:00,ASSET-000,SolarFarmA,351.66,500
2024-06-16T19:00,ASSET-000,SolarFarmA,242.28,500
2024-06-16T20:00,ASSET-000,SolarFarmA,307.21,500
2024-06-16T21:00,ASSET-000,SolarFarmA,278.33,500
2024-06-16T22:00,ASSET-000,SolarFarmA,335.53,500
2024-06-16T23:00,ASSET-000,SolarFarmA,244.39,500
2024-06-17T00:00,ASSET-000,SolarFarmA,294.43,500
2024-06-17T01:00,ASSET-000,SolarFarmA,276.51,500
2024-06-17T02:00,ASSET-000,SolarFarmA,376.14,500
2024-06-17T03:00,ASSET-000,SolarFarmA,340.33,500
2024-06-17T04:00,ASSET-000,SolarFarmA,269.82,500
2024-06-17T05:00,ASSET-000,SolarFarmA,330.24,500
2024-06-17T06:00,ASSET-000,SolarFarmA,262.51,500
2024-06-17T07:00,ASSET-000,SolarFarmA,292.63,500
2024-06-17T08:00,ASSET-000,SolarFarmA,311.4,500
2024-06-17T09:00,ASSET-000,SolarFarmA,230.54,500
2024-06-17T10:00,ASSET-000,SolarFarmA,267.82,500
2024-06-17T11:00,ASSET-000,SolarFarmA,307.61,500
2024-06-17T12:00,ASSET-000,SolarFarmA,269.3,500
2024-06-17T13:00,ASSET-000,SolarFarmA,306.6,500
2024-06-17T14:00,ASSET-000,SolarFarmA,301.53,500
2024-06-17T15:00,ASSET-000,SolarFarmA,333.26,500
2024-06-17T16:00,ASSET-000,SolarFarmA,371.01,500
2024-06-17T17:00,ASSET-000,SolarFarmA,246.19,500
2024-06-17T18:00,ASSET-000,SolarFarmA,327.25,500
2024-06-17T19:00,ASSET-000,SolarFarmA,305.75,500
2024-06-17T20:00,ASSET-000,SolarFarmA,286.03,500
2024-06-17T21:00,ASSET-000,SolarFarmA,296.69,500
2024-06-17T22:00,ASSET-000,SolarFarmA,337.44,500
2024-06-17T23:00,ASSET-000,SolarFarmA,234.64,500
2024-06-18T00:00,ASSET-000,SolarFarmA,276.89,500
2024-06-18T01:00,ASSET-000,SolarFarmA,326.2,500
2024-06-18T02:00,ASSET-000,SolarFarmA,304.2,500
2024-06-18T03:00,ASSET-000,SolarFarmA,334.31,500
2024-06-18T04:00,ASSET-000,SolarFarmA,307.97,500
2024-06-18T05:00,ASSET-000,SolarFarmA,248.21,500
2024-06-18T06:00,ASSET-000,SolarFarmA,363.22,500
2024-06-18T07:00,ASSET-000,SolarFarmA,359.5,500
2024-06-18T08:00,ASSET-000,SolarFarmA,273.45,500
2024-06-18T09:00,ASSET-000,SolarFarmA,287.29,500
2024-06-18T10:00,ASSET-000,SolarFarmA,263.27,500
2024-06-18T11:00,ASSET-000,SolarFarmA,295.7,500
2024-06-18T12:00,ASSET-000,SolarFarmA,346.19,500
2024-06-18T13:00,ASSET-000,SolarFarmA,296.52,500
2024-06-18T14:00,ASSET-000,SolarFarmA,278.84,500
2024-06-18T15:00,ASSET-000,SolarFarmA,349.53,500
2024-06-18T16:00,ASSET-000,SolarFarmA,364.78,500
2024-06-18T17:00,ASSET-000,SolarFarmA,298.47,500
2024-06-18T18:00,ASSET-000,SolarFarmA,369.77,500
2024-06-18T19:00,ASSET-000,SolarFarmA,260.71,500
2024-06-18T20:00,ASSET-000,SolarFarmA,325.96,500
2024-06-18T21:00,ASSET-000,SolarFarmA,347.88,500
2024-06-18T22:00,ASSET-000,SolarFarmA,266.3,500
2024-06-18T23:00,ASSET-000,SolarFarmA,264.0,500
2024-06-19T00:00,ASSET-000,SolarFarmA,327.15,500
2024-06-19T01:00,ASSET-000,SolarFarmA,303.34,500
2024-06-19T02:00,ASSET-000,SolarFarmA,281.07,500
2024-06-19T03:00,ASSET-000,SolarFarmA,294.88,500
