timestamp,asset_id,site,power_kw,capacity_kw,capacity_factor,date,hour,weekday
2024-06-02T20:00:00.000000,ASSET-000,SolarFarmA,258.65,500,0.5173,2024-06-02,20,7
2024-06-02T21:00:00.000000,ASSET-000,SolarFarmA,361.25,500,0.7225,2024-06-02,21,7
2024-06-02T22:00:00.000000,ASSET-000,SolarFarmA,282.19,500,0.56438,2024-06-02,22,7
2024-06-02T23:00:00.000000,ASSET-000,SolarFarmA,192.78,500,0.38556,2024-06-02,23,7
2024-06-03T00:00:00.000000,ASSET-000,SolarFarmA,232.59,500,0.46518,2024-06-03,0,1
2024-06-03T01:00:00.000000,ASSET-000,SolarFarmA,236.43,500,0.47286,2024-06-03,1,1
2024-06-03T02:00:00.000000,ASSET-000,SolarFarmA,349.65,500,0.6992999999999999,2024-06-03,2,1
2024-06-03T03:00:00.000000,ASSET-000,SolarFarmA,290.95,500,0.5819,2024-06-03,3,1
2024-06-03T04:00:00.000000,ASSET-000,SolarFarmA,335.78,500,0.6715599999999999,2024-06-03,4,1
2024-06-03T05:00:00.000000,ASSET-000,SolarFarmA,359.64,500,0.7192799999999999,2024-06-03,5,1
2024-06-03T06:00:00.000000,ASSET-000,SolarFarmA,325.55,500,0.6511,2024-06-03,6,1
2024-06-03T07:00:00.000000,ASSET-000,SolarFarmA,298.73,500,0.59746,2024-06-03,7,1
2024-06-03T08:00:00.000000,ASSET-000,SolarFarmA,282.78,500,0.56556,2024-06-03,8,1
2024-06-03T09:00:00.000000,ASSET-000,SolarFarmA,316.97,500,0.6339400000000001,2024-06-03,9,1
2024-06-03T10:00:00.000000,ASSET-000,SolarFarmA,251.81,500,0.50362,2024-06-03,10,1
2024-06-03T11:00:00.000000,ASSET-000,SolarFarmA,277.07,500,0.55414,2024-06-03,11,1
2024-06-03T12:00:00.000000,ASSET-000,SolarFarmA,337.03,500,0.67406,2024-06-03,12,1
2024-06-03T13:00:00.000000,ASSET-000,SolarFarmA,286.26,500,0.57252,2024-06-03,13,1
2024-06-03T14:00:00.000000,ASSET-000,SolarFarmA,367.88,500,0.73576,2024-06-03,14,1
2024-06-03T15:00:00.000000,ASSET-000,SolarFarmA,271.16,500,0.54232,2024-06-03,15,1
2024-06-03T16:00:00.000000,ASSET-000,SolarFarmA,273.96,500,0.54792,2024-06-03,16,1
2024-06-03T17:00:00.000000,ASSET-000,SolarFarmA,341.55,500,0.6831,2024-06-03,17,1
2024-06-03T18:00:00.000000,ASSET-000,SolarFarmA,310.85,500,0.6217,2024-06-03,18,1
2024-06-03T19:00:00.000000,ASSET-000,SolarFarmA,294.9,500,0.5898,2024-06-03,19,1
2024-06-03T20:00:00.000000,ASSET-000,SolarFarmA,306.95,500,0.6139,2024-06-03,20,1
2024-06-03T21:00:00.000000,ASSET-000,SolarFarmA,286.76,500,0.57352,2024-06-03,21,1
2024-06-03T22:00:00.000000,ASSET-000,SolarFarmA,252.12,500,0.50424,2024-06-03,22,1
2024-06-03T23:00:00.000000,ASSET-000,SolarFarmA,311.26,500,0.62252,2024-06-03,23,1
2024-06-04T00:00:00.000000,ASSET-000,SolarFarmA,400.3,500,0.8006,2024-06-04,0,2
2024-06-04T01:00:00.000000,ASSET-000,SolarFarmA,333.71,500,0.66742,2024-06-04,1,2
2024-06-04T02:00:00.000000,ASSET-000,SolarFarmA,252.46,500,0.50492,2024-06-04,2,2
2024-06-04T03:00:00.000000,ASSET-000,SolarFarmA,295.91,500,0.59182,2024-06-04,3,2
2024-06-04T04:00:00.000000,ASSET-000,SolarFarmA,197.87,500,0.39574000000000004,2024-06-04,4,2
2024-06-04T05:00:00.000000,ASSET-000,SolarFarmA,307.12,500,0.61424,2024-06-04,5,2
2024-06-04T06:00:00.000000,ASSET-000,SolarFarmA,302.19,500,0.60438,2024-06-04,6,2
2024-06-04T07:00:00.000000,ASSET-000,SolarFarmA,298.67,500,0.59734,2024-06-04,7,2
2024-06-04T08:00:00.000000,ASSET-000,SolarFarmA,247.76,500,0.49551999999999996,2024-06-04,8,2
2024-06-04T09:00:00.000000,ASSET-000,SolarFarmA,366.63,500,0.73326,2024-06-04,9,2
2024-06-04T10:00:00.000000,ASSET-000,SolarFarmA,333.71,500,0.66742,2024-06-04,10,2
2024-06-04T11:00:00.000000,ASSET-000,SolarFarmA,331.54,500,0.66308,2024-06-04,11,2
2024-06-04T12:00:00.000000,ASSET-000,SolarFarmA,210.18,500,0.42036,2024-06-04,12,2
2024-06-04T13:00:00.000000,ASSET-000,SolarFarmA,223.78,500,0.44756,2024-06-04,13,2
2024-06-04T14:00:00.000000,ASSET-000,SolarFarmA,295.08,500,0.59016,2024-06-04,14,2
2024-06-04T15:00:00.000000,ASSET-000,SolarFarmA,389.21,500,0.77842,2024-06-04,15,2
2024-06-04T16:00:00.000000,ASSET-000,SolarFarmA,368.55,500,0.7371,2024-06-04,16,2
2024-06-04T17:00:00.000000,ASSET-000,SolarFarmA,305.75,500,0.6115,2024-06-04,17,2
2024-06-04T18:00:00.000000,ASSET-000,SolarFarmA,367.82,500,0.73564,2024-06-04,18,2
2024-06-04T19:00:00.000000,ASSET-000,SolarFarmA,268.75,500,0.5375,2024-06-04,19,2
2024-06-04T20:00:00.000000,ASSET-000,SolarFarmA,364.48,500,0.72896,2024-06-04,20,2
2024-06-04T21:00:00.000000,ASSET-000,SolarFarmA,310.08,500,0.6201599999999999,2024-06-04,21,2
2024-06-04T22:00:00.000000,ASSET-000,SolarFarmA,328.65,500,0.6573,2024-06-04,22,2
2024-06-04T23:00:00.000000,ASSET-000,SolarFarmA,368.21,500,0.73642,2024-06-04,23,2
2024-06-05T00:00:00.000000,ASSET-000,SolarFarmA,333.93,500,0.66786,2024-06-05,0,3
2024-06-05T01:00:00.000000,ASSET-000,SolarFarmA,243.06,500,0.48612,2024-06-05,1,3
2024-06-05T02:00:00.000000,ASSET-000,SolarFarmA,282.76,500,0.56552,2024-06-05,2,3
2024-06-05T03:00:00.000000,ASSET-000,SolarFarmA,345.43,500,0.69086,2024-06-05,3,3
2024-06-05T04:00:00.000000,ASSET-000,SolarFarmA,360.65,500,0.7212999999999999,2024-06-05,4,3
2024-06-05T05:00:00.000000,ASSET-000,SolarFarmA,341.18,500,0.68236,2024-06-05,5,3
2024-06-05T06:00:00.000000,ASSET-000,SolarFarmA,269.22,500,0.53844,2024-06-05,6,3
2024-06-05T07:00:00.000000,ASSET-000,SolarFarmA,386.75,500,0.7735,2024-06-05,7,3
2024-06-05T08:00:00.000000,ASSET-000,SolarFarmA,326.8,500,0.6536000000000001,2024-06-05,8,3
2024-06-05T09:00:00.000000,ASSET-000,SolarFarmA,350.87,500,0.70174,2024-06-05,9,3
2024-06-05T10:00:00.000000,ASSET-000,SolarFarmA,368.05,500,0.7361,2024-06-05,10,3
2024-06-05T11:00:00.000000,ASSET-000,SolarFarmA,342.74,500,0.68548,2024-06-05,11,3
2024-06-05T12:00:00.000000,ASSET-000,SolarFarmA,291.71,500,0.5834199999999999,2024-06-05,12,3
2024-06-05T13:00:00.000000,ASSET-000,SolarFarmA,297.3,500,0.5946,2024-06-05,13,3
2024-06-05T14:00:00.000000,ASSET-000,SolarFarmA,295.2,500,0.5903999999999999,2024-06-05,14,3
2024-06-05T15:00:00.000000,ASSET-000,SolarFarmA,262.06,500,0.52412,2024-06-05,15,3
2024-06-05T16:00:00.000000,ASSET-000,SolarFarmA,304.41,500,0.60882,2024-06-05,16,3
2024-06-05T17:00:00.000000,ASSET-000,SolarFarmA,264.03,500,0.52806,2024-06-05,17,3
2024-06-05T18:00:00.000000,ASSET-000,SolarFarmA,281.0,500,0.562,2024-06-05,18,3
2024-06-05T19:00:00.000000,ASSET-000,SolarFarmA,262.62,500,0.52524,2024-06-05,19,3
2024-06-05T20:00:00.000000,ASSET-000,SolarFarmA,292.05,500,0.5841000000000001,2024-06-05,20,3
2024-06-05T21:00:00.000000,ASSET-000,SolarFarmA,232.09,500,0.46418,2024-06-05,21,3
2024-06-05T22:00:00.000000,ASSET-000,SolarFarmA,305.07,500,0.61014,2024-06-05,22,3
2024-06-05T23:00:00.000000,ASSET-000,SolarFarmA,339.48,500,0.67896,2024-06-05,23,3
2024-06-06T00:00:00.000000,ASSET-000,SolarFarmA,353.16,500,0.7063200000000001,2024-06-06,0,4
2024-06-06T01:00:00.000000,ASSET-000,SolarFarmA,324.67,500,0.64934,2024-06-06,1,4
2024-06-06T02:00:00.000000,ASSET-000,SolarFarmA,364.42,500,0.72884,2024-06-06,2,4
2024-06-06T03:00:00.000000,ASSET-000,SolarFarmA,317.12,500,0.63424,2024-06-06,3,4
2024-06-06T04:00:00.000000,ASSET-000,SolarFarmA,297.71,500,0.59542,2024-06-06,4,4
2024-06-06T05:00:00.000000,ASSET-000,SolarFarmA,258.08,500,0.51616,2024-06-06,5,4
2024-06-06T06:00:00.000000,ASSET-000,SolarFarmA,288.14,500,0.57628,2024-06-06,6,4
2024-06-06T07:00:00.000000,ASSET-000,SolarFarmA,262.74,500,0.5254800000000001,2024-06-06,7,4
2024-06-06T08:00:00.000000,ASSET-000,SolarFarmA,349.47,500,0.69894,2024-06-06,8,4
2024-06-06T09:00:00.000000,ASSET-000,SolarFarmA,345.67,500,0.6913400000000001,2024-06-06,9,4
2024-06-06T10:00:00.000000,ASSET-000,SolarFarmA,281.26,500,0.56252,2024-06-06,10,4
2024-06-06T11:00:00.000000,ASSET-000,SolarFarmA,306.82,500,0.61364,2024-06-06,11,4
2024-06-06T12:00:00.000000,ASSET-000,SolarFarmA,288.36,500,0.57672,2024-06-06,12,4
2024-06-06T13:00:00.000000,ASSET-000,SolarFarmA,269.57,500,0.53914,2024-06-06,13,4
2024-06-06T14:00:00.000000,ASSET-000,SolarFarmA,264.74,500,0.5294800000000001,2024-06-06,14,4
2024-06-06T15:00:00.000000,ASSET-000,SolarFarmA,361.7,500,0.7233999999999999,2024-06-06,15,4
2024-06-06T16:00:00.000000,ASSET-000,SolarFarmA,217.73,500,0.43545999999999996,2024-06-06,16,4
2024-06-06T17:00:00.000000,ASSET-000,SolarFarmA,325.48,500,0.65096,2024-06-06,17,4
2024-06-06T18:00:00.000000,ASSET-000,SolarFarmA,292.73,500,0.5854600000000001,2024-06-06,18,4
2024-06-06T19:00:00.000000,ASSET-000,SolarFarmA,334.85,500,0.6697000000000001,2024-06-06,19,4
2024-06-06T20:00:00.000000,ASSET-000,SolarFarmA,297.19,500,0.59438,2024-06-06,20,4
2024-06-06T21:00:00.000000,ASSET-000,SolarFarmA,284.89,500,0.56978,2024-06-06,21,4
2024-06-06T22:00:00.000000,ASSET-000,SolarFarmA,313.41,500,0.62682,2024-06-06,22,4
2024-06-06T23:00:00.000000,ASSET-000,SolarFarmA,230.55,500,0.4611,2024-06-06,23,4
2024-06-07T00:00:00.000000,ASSET-000,SolarFarmA,307.42,500,0.61484,2024-06-07,0,5
2024-06-07T01:00:00.000000,ASSET-000,SolarFarmA,305.74,500,0.61148,2024-06-07,1,5
2024-06-07T02:00:00.000000,ASSET-000,SolarFarmA,410.16,500,0.82032,2024-06-07,2,5
2024-06-07T03:00:00.000000,ASSET-000,SolarFarmA,277.13,500,0.55426,2024-06-07,3,5
2024-06-07T04:00:00.000000,ASSET-000,SolarFarmA,248.69,500,0.49738,2024-06-07,4,5
2024-06-07T05:00:00.000000,ASSET-000,SolarFarmA,292.99,500,0.5859800000000001,2024-06-07,5,5
2024-06-07T06:00:00.000000,ASSET-000,SolarFarmA,323.57,500,0.6471399999999999,2024-06-07,6,5
2024-06-07T07:00:00.000000,ASSET-000,SolarFarmA,248.97,500,0.49794,2024-06-07,7,5
2024-06-07T08:00:00.000000,ASSET-000,SolarFarmA,309.14,500,0.6182799999999999,2024-06-07,8,5
2024-06-07T09:00:00.000000,ASSET-000,SolarFarmA,389.7,500,0.7794,2024-06-07,9,5
2024-06-07T10:00:00.000000,ASSET-000,SolarFarmA,310.63,500,0.62126,2024-06-07,10,5
2024-06-07T11:00:00.000000,ASSET-000,SolarFarmA,284.68,500,0.56936,2024-06-07,11,5
2024-06-07T12:00:00.000000,ASSET-000,SolarFarmA,329.68,500,0.6593600000000001,2024-06-07,12,5
2024-06-07T13:00:00.000000,ASSET-000,SolarFarmA,287.63,500,0.57526,2024-06-07,13,5
2024-06-07T14:00:00.000000,ASSET-000,SolarFarmA,302.86,500,0.60572,2024-06-07,14,5
2024-06-07T15:00:00.000000,ASSET-000,SolarFarmA,330.97,500,0.6619400000000001,2024-06-07,15,5
2024-06-07T16:00:00.000000,ASSET-000,SolarFarmA,278.94,500,0.55788,2024-06-07,16,5
2024-06-07T17:00:00.000000,ASSET-000,SolarFarmA,280.22,500,0.56044,2024-06-07,17,5
2024-06-07T18:00:00.000000,ASSET-000,SolarFarmA,242.15,500,0.4843,2024-06-07,18,5
2024-06-07T19:00:00.000000,ASSET-000,SolarFarmA,373.72,500,0.7474400000000001,2024-06-07,19,5
2024-06-07T20:00:00.000000,ASSET-000,SolarFarmA,287.69,500,0.57538,2024-06-07,20,5
2024-06-07T21:00:00.000000,ASSET-000,SolarFarmA,342.92,500,0.68584,2024-06-07,21,5
2024-06-07T22:00:00.000000,ASSET-000,SolarFarmA,246.03,500,0.49206,2024-06-07,22,5
2024-06-07T23:00:00.000000,ASSET-000,SolarFarmA,305.23,500,0.61046,2024-06-07,23,5
2024-06-08T00:00:00.000000,ASSET-000,SolarFarmA,281.11,500,0.56222,2024-06-08,0,6
2024-06-08T01:00:00.000000,ASSET-000,SolarFarmA,362.55,500,0.7251000000000001,2024-06-08,1,6
2024-06-08T02:00:00.000000,ASSET-000,SolarFarmA,300.5,500,0.601,2024-06-08,2,6
2024-06-08T03:00:00.000000,ASSET-000,SolarFarmA,306.08,500,0.6121599999999999,2024-06-08,3,6
2024-06-08T04:00:00.000000,ASSET-000,SolarFarmA,326.45,500,0.6528999999999999,2024-06-08,4,6
2024-06-08T05:00:00.000000,ASSET-000,SolarFarmA,234.84,500,0.46968,2024-06-08,5,6
2024-06-08T06:00:00.000000,ASSET-000,SolarFarmA,381.42,500,0.7628400000000001,2024-06-08,6,6
2024-06-08T07:00:00.000000,ASSET-000,SolarFarmA,206.44,500,0.41287999999999997,2024-06-08,7,6
2024-06-08T08:00:00.000000,ASSET-000,SolarFarmA,265.94,500,0.53188,2024-06-08,8,6
2024-06-08T09:00:00.000000,ASSET-000,SolarFarmA,320.2,500,0.6404,2024-06-08,9,6
2024-06-08T10:00:00.000000,ASSET-000,SolarFarmA,259.74,500,0.51948,2024-06-08,10,6
2024-06-08T11:00:00.000000,ASSET-000,SolarFarmA,310.01,500,0.62002,2024-06-08,11,6
2024-06-08T12:00:00.000000,ASSET-000,SolarFarmA,353.85,500,0.7077,2024-06-08,12,6
2024-06-08T13:00:00.000000,ASSET-000,SolarFarmA,319.64,500,0.63928,2024-06-08,13,6
2024-06-08T14:00:00.000000,ASSET-000,SolarFarmA,328.57,500,0.65714,2024-06-08,14,6
2024-06-08T15:00:00.000000,ASSET-000,SolarFarmA,345.44,500,0.69088,2024-06-08,15,6
2024-06-08T16:00:00.000000,ASSET-000,SolarFarmA,362.96,500,0.72592,2024-06-08,16,6
2024-06-08T17:00:00.000000,ASSET-000,SolarFarmA,230.17,500,0.46033999999999997,2024-06-08,17,6
2024-06-08T18:00:00.000000,ASSET-000,SolarFarmA,341.49,500,0.68298,2024-06-08,18,6
2024-06-08T19:00:00.000000,ASSET-000,SolarFarmA,323.43,500,0.64686,2024-06-08,19,6
2024-06-08T20:00:00.000000,ASSET-000,SolarFarmA,362.76,500,0.7255199999999999,2024-06-08,20,6
2024-06-08T21:00:00.000000,ASSET-000,SolarFarmA,411.17,500,0.8223400000000001,2024-06-08,21,6
2024-06-08T22:00:00.000000,ASSET-000,SolarFarmA,309.25,500,0.6185,2024-06-08,22,6
2024-06-08T23:00:00.000000,ASSET-000,SolarFarmA,217.17,500,0.43433999999999995,2024-06-08,23,6
2024-06-09T00:00:00.000000,ASSET-000,SolarFarmA,285.36,500,0.57072,2024-06-09,0,7
2024-06-09T01:00:00.000000,ASSET-000,SolarFarmA,210.72,500,0.42144,2024-06-09,1,7
2024-06-09T02:00:00.000000,ASSET-000,SolarFarmA,345.65,500,0.6912999999999999,2024-06-09,2,7
2024-06-09T03:00:00.000000,ASSET-000,SolarFarmA,322.46,500,0.6449199999999999,2024-06-09,3,7
2024-06-09T04:00:00.000000,ASSET-000,SolarFarmA,336.54,500,0.67308,2024-06-09,4,7
2024-06-09T05:00:00.000000,ASSET-000,SolarFarmA,373.5,500,0.747,2024-06-09,5,7
2024-06-09T06:00:00.000000,ASSET-000,SolarFarmA,171.12,500,0.34224,2024-06-09,6,7
2024-06-09T07:00:00.000000,ASSET-000,SolarFarmA,311.59,500,0.62318,2024-06-09,7,7
2024-06-09T08:00:00.000000,ASSET-000,SolarFarmA,338.2,500,0.6764,2024-06-09,8,7
2024-06-09T09:00:00.000000,ASSET-000,SolarFarmA,294.64,500,0.58928,2024-06-09,9,7
2024-06-09T10:00:00.000000,ASSET-000,SolarFarmA,219.69,500,0.43938,2024-06-09,10,7
2024-06-09T11:00:00.000000,ASSET-000,SolarFarmA,219.97,500,0.43994,2024-06-09,11,7
2024-06-09T12:00:00.000000,ASSET-000,SolarFarmA,310.37,500,0.62074,2024-06-09,12,7
2024-06-09T13:00:00.000000,ASSET-000,SolarFarmA,323.6,500,0.6472,2024-06-09,13,7
2024-06-09T14:00:00.000000,ASSET-000,SolarFarmA,295.7,500,0.5913999999999999,2024-06-09,14,7
2024-06-09T15:00:00.000000,ASSET-000,SolarFarmA,343.3,500,0.6866,2024-06-09,15,7
2024-06-09T16:00:00.000000,ASSET-000,SolarFarmA,279.86,500,0.55972,2024-06-09,16,7
2024-06-09T17:00:00.000000,ASSET-000,SolarFarmA,250.94,500,0.50188,2024-06-09,17,7
2024-06-09T18:00:00.000000,ASSET-000,SolarFarmA,251.04,500,0.50208,2024-06-09,18,7
2024-06-09T19:00:00.000000,ASSET-000,SolarFarmA,305.45,500,0.6109,2024-06-09,19,7
2024-06-09T20:00:00.000000,ASSET-000,SolarFarmA,332.68,500,0.6653600000000001,2024-06-09,20,7
2024-06-09T21:00:00.000000,ASSET-000,SolarFarmA,366.16,500,0.7323200000000001,2024-06-09,21,7
2024-06-09T22:00:00.000000,ASSET-000,SolarFarmA,184.06,500,0.36812,2024-06-09,22,7
2024-06-09T23:00:00.000000,ASSET-000,SolarFarmA,307.88,500,0.61576,2024-06-09,23,7
2024-06-10T00:00:00.000000,ASSET-000,SolarFarmA,218.96,500,0.43792000000000003,2024-06-10,0,1
2024-06-10T01:00:00.000000,ASSET-000,SolarFarmA,324.09,500,0.64818,2024-06-10,1,1
2024-06-10T02:00:00.000000,ASSET-000,SolarFarmA,225.09,500,0.45018,2024-06-10,2,1
2024-06-10T03:00:00.000000,ASSET-000,SolarFarmA,279.92,500,0.55984,2024-06-10,3,1
2024-06-10T04:00:00.000000,ASSET-000,SolarFarmA,287.52,500,0.57504,2024-06-10,4,1
2024-06-10T05:00:00.000000,ASSET-000,SolarFarmA,358.28,500,0.71656,2024-06-10,5,1
2024-06-10T06:00:00.000000,ASSET-000,SolarFarmA,317.2,500,0.6344,2024-06-10,6,1
2024-06-10T07:00:00.000000,ASSET-000,SolarFarmA,330.37,500,0.66074,2024-06-10,7,1
2024-06-10T08:00:00.000000,ASSET-000,SolarFarmA,338.22,500,0.67644,2024-06-10,8,1
2024-06-10T09:00:00.000000,ASSET-000,SolarFarmA,323.27,500,0.64654,2024-06-10,9,1
2024-06-10T10:00:00.000000,ASSET-000,SolarFarmA,345.68,500,0.69136,2024-06-10,10,1
2024-06-10T11:00:00.000000,ASSET-000,SolarFarmA,292.28,500,0.58456,2024-06-10,11,1
2024-06-10T12:00:00.000000,ASSET-000,SolarFarmA,271.02,500,0.54204,2024-06-10,12,1
2024-06-10T13:00:00.000000,ASSET-000,SolarFarmA,175.06,500,0.35012,2024-06-10,13,1
2024-06-10T14:00:00.000000,ASSET-000,SolarFarmA,264.87,500,0.52974,2024-06-10,14,1
2024-06-10T15:00:00.000000,ASSET-000,SolarFarmA,298.41,500,0.59682,2024-06-10,15,1
2024-06-10T16:00:00.000000,ASSET-000,SolarFarmA,339.79,500,0.6795800000000001,2024-06-10,16,1
2024-06-10T17:00:00.000000,ASSET-000,SolarFarmA,223.93,500,0.44786000000000004,2024-06-10,17,1
2024-06-10T18:00:00.000000,ASSET-000,SolarFarmA,257.47,500,0.5149400000000001,2024-06-10,18,1
2024-06-10T19:00:00.000000,ASSET-000,SolarFarmA,234.57,500,0.46914,2024-06-10,19,1
2024-06-10T20:00:00.000000,ASSET-000,SolarFarmA,314.29,500,0.62858,2024-06-10,20,1
2024-06-10T21:00:00.000000,ASSET-000,SolarFarmA,269.3,500,0.5386,2024-06-10,21,1
2024-06-10T22:00:00.000000,ASSET-000,SolarFarmA,330.75,500,0.6615,2024-06-10,22,1
2024-06-10T23:00:00.000000,ASSET-000,SolarFarmA,335.57,500,0.67114,2024-06-10,23,1
2024-06-11T00:00:00.000000,ASSET-000,SolarFarmA,267.98,500,0.53596,2024-06-11,0,2
2024-06-11T01:00:00.000000,ASSET-000,SolarFarmA,170.2,500,0.3404,2024-06-11,1,2
2024-06-11T02:00:00.000000,ASSET-000,SolarFarmA,335.56,500,0.67112,2024-06-11,2,2
2024-06-11T03:00:00.000000,ASSET-000,SolarFarmA,314.97,500,0.62994,2024-06-11,3,2
2024-06-11T04:00:00.000000,ASSET-000,SolarFarmA,280.34,500,0.56068,2024-06-11,4,2
2024-06-11T05:00:00.000000,ASSET-000,SolarFarmA,300.27,500,0.60054,2024-06-11,5,2
2024-06-11T06:00:00.000000,ASSET-000,SolarFarmA,288.57,500,0.57714,2024-06-11,6,2
2024-06-11T07:00:00.000000,ASSET-000,SolarFarmA,302.0,500,0.604,2024-06-11,7,2
2024-06-11T08:00:00.000000,ASSET-000,SolarFarmA,287.34,500,0.57468,2024-06-11,8,2
2024-06-11T09:00:00.000000,ASSET-000,SolarFarmA,374.95,500,0.7499,2024-06-11,9,2
2024-06-11T10:00:00.000000,ASSET-000,SolarFarmA,308.55,500,0.6171,2024-06-11,10,2
2024-06-11T11:00:00.000000,ASSET-000,SolarFarmA,288.3,500,0.5766,2024-06-11,11,2
2024-06-11T12:00:00.000000,ASSET-000,SolarFarmA,341.35,500,0.6827000000000001,2024-06-11,12,2
2024-06-11T13:00:00.000000,ASSET-000,SolarFarmA,258.18,500,0.51636,2024-06-11,13,2
2024-06-11T14:00:00.000000,ASSET-000,SolarFarmA,291.3,500,0.5826,2024-06-11,14,2
2024-06-11T15:00:00.000000,ASSET-000,SolarFarmA,278.29,500,0.5565800000000001,2024-06-11,15,2
2024-06-11T16:00:00.000000,ASSET-000,SolarFarmA,277.09,500,0.5541799999999999,2024-06-11,16,2
