timestamp,asset_id,power_kw,capacity_kw,capacity_factor,location
2024-06-03 05:00:00,ASSET-001,355.33,500,0.71066,California
2024-06-03 06:00:00,ASSET-001,321.47,500,0.6429400000000001,California
2024-06-03 07:00:00,ASSET-001,352.55,500,0.7051000000000001,California
2024-06-03 08:00:00,ASSET-001,329.19,500,0.65838,California
2024-06-03 09:00:00,ASSET-001,301.73,500,0.60346,California
2024-06-03 10:00:00,ASSET-001,280.85,500,0.5617000000000001,California
2024-06-03 11:00:00,ASSET-001,281.08,500,0.56216,California
2024-06-03 12:00:00,ASSET-001,316.51,500,0.63302,California
2024-06-03 13:00:00,ASSET-001,258.51,500,0.51702,California
2024-06-03 14:00:00,ASSET-001,262.94,500,0.52588,California
2024-06-03 15:00:00,ASSET-001,276.51,500,0.55302,California
2024-06-03 16:00:00,ASSET-001,291.88,500,0.58376,California
2024-06-03 17:00:00,ASSET-001,305.35,500,0.6107,California
2024-06-03 18:00:00,ASSET-001,291.83,500,0.58366,California
2024-06-03 19:00:00,ASSET-001,397.26,500,0.79452,California
2024-06-03 20:00:00,ASSET-001,339.39,500,0.6787799999999999,California
2024-06-03 21:00:00,ASSET-001,241.57,500,0.48314,California
2024-06-03 22:00:00,ASSET-001,350.67,500,0.7013400000000001,California
2024-06-03 23:00:00,ASSET-001,353.88,500,0.70776,California
2024-06-04 00:00:00,ASSET-001,260.75,500,0.5215,California
2024-06-04 01:00:00,ASSET-001,302.38,500,0.60476,California
2024-06-04 02:00:00,ASSET-001,320.75,500,0.6415,California
2024-06-04 03:00:00,ASSET-001,263.28,500,0.5265599999999999,California
2024-06-04 04:00:00,ASSET-001,236.42,500,0.47284,California
2024-06-04 05:00:00,ASSET-001,211.44,500,0.42288,California
2024-06-04 06:00:00,ASSET-001,329.01,500,0.6580199999999999,California
2024-06-04 07:00:00,ASSET-001,294.72,500,0.5894400000000001,California
2024-06-04 08:00:00,ASSET-001,270.38,500,0.54076,California
2024-06-04 09:00:00,ASSET-001,304.14,500,0.6082799999999999,California
2024-06-04 10:00:00,ASSET-001,349.94,500,0.69988,California
2024-06-04 11:00:00,ASSET-001,306.31,500,0.61262,California
2024-06-04 12:00:00,ASSET-001,345.74,500,0.69148,California
2024-06-04 13:00:00,ASSET-001,260.67,500,0.52134,California
2024-06-04 14:00:00,ASSET-001,308.69,500,0.61738,California
2024-06-04 15:00:00,ASSET-001,249.32,500,0.49863999999999997,California
2024-06-04 16:00:00,ASSET-001,399.0,500,0.798,California
2024-06-04 17:00:00,ASSET-001,261.77,500,0.52354,California
2024-06-04 18:00:00,ASSET-001,270.79,500,0.5415800000000001,California
2024-06-04 19:00:00,ASSET-001,315.78,500,0.6315599999999999,California
2024-06-04 20:00:00,ASSET-001,342.82,500,0.68564,California
2024-06-04 21:00:00,ASSET-001,283.68,500,0.56736,California
2024-06-04 22:00:00,ASSET-001,261.64,500,0.52328,California
2024-06-04 23:00:00,ASSET-001,290.78,500,0.58156,California
2024-06-05 00:00:00,ASSET-001,339.25,500,0.6785,California
2024-06-05 01:00:00,ASSET-001,298.4,500,0.5968,California
2024-06-05 02:00:00,ASSET-001,305.61,500,0.61122,California
2024-06-05 03:00:00,ASSET-001,218.11,500,0.43622000000000005,California
2024-06-05 04:00:00,ASSET-001,375.67,500,0.75134,California
2024-06-05 05:00:00,ASSET-001,284.22,500,0.5684400000000001,California
2024-06-05 06:00:00,ASSET-001,288.92,500,0.57784,California
2024-06-05 07:00:00,ASSET-001,346.73,500,0.6934600000000001,California
2024-06-05 08:00:00,ASSET-001,278.35,500,0.5567000000000001,California
2024-06-05 09:00:00,ASSET-001,266.36,500,0.5327200000000001,California
2024-06-05 10:00:00,ASSET-001,368.03,500,0.7360599999999999,California
2024-06-05 11:00:00,ASSET-001,219.45,500,0.43889999999999996,California
2024-06-05 12:00:00,ASSET-001,302.44,500,0.60488,California
2024-06-05 13:00:00,ASSET-001,305.57,500,0.61114,California
2024-06-05 14:00:00,ASSET-001,298.88,500,0.59776,California
2024-06-05 15:00:00,ASSET-001,295.97,500,0.59194,California
2024-06-05 16:00:00,ASSET-001,348.42,500,0.69684,California
2024-06-05 17:00:00,ASSET-001,375.31,500,0.75062,California
2024-06-05 18:00:00,ASSET-001,199.57,500,0.39914,California
2024-06-05 19:00:00,ASSET-001,305.35,500,0.6107,California
2024-06-05 20:00:00,ASSET-001,284.18,500,0.56836,California
2024-06-05 21:00:00,ASSET-001,317.01,500,0.63402,California
2024-06-05 22:00:00,ASSET-001,224.99,500,0.44998,California
2024-06-05 23:00:00,ASSET-001,306.56,500,0.61312,California
2024-06-06 00:00:00,ASSET-001,264.33,500,0.52866,California
2024-06-06 01:00:00,ASSET-001,352.1,500,0.7042,California
2024-06-06 02:00:00,ASSET-001,349.15,500,0.6982999999999999,California
2024-06-06 03:00:00,ASSET-001,348.51,500,0.69702,California
2024-06-06 04:00:00,ASSET-001,393.24,500,0.7864800000000001,California
2024-06-06 05:00:00,ASSET-001,368.95,500,0.7379,California
2024-06-06 06:00:00,ASSET-001,313.99,500,0.62798,California
2024-06-06 07:00:00,ASSET-001,336.93,500,0.67386,California
2024-06-06 08:00:00,ASSET-001,290.9,500,0.5818,California
2024-06-06 09:00:00,ASSET-001,330.72,500,0.66144,California
2024-06-06 10:00:00,ASSET-001,317.45,500,0.6349,California
2024-06-06 11:00:00,ASSET-001,263.18,500,0.52636,California
2024-06-06 12:00:00,ASSET-001,386.57,500,0.7731399999999999,California
2024-06-06 13:00:00,ASSET-001,239.11,500,0.47822000000000003,California
2024-06-06 14:00:00,ASSET-001,339.16,500,0.67832,California
2024-06-06 15:00:00,ASSET-001,278.71,500,0.5574199999999999,California
2024-06-06 16:00:00,ASSET-001,263.58,500,0.52716,California
2024-06-06 17:00:00,ASSET-001,280.63,500,0.56126,California
2024-06-06 18:00:00,ASSET-001,329.57,500,0.65914,California
2024-06-06 19:00:00,ASSET-001,247.9,500,0.4958,California
2024-06-06 20:00:00,ASSET-001,312.35,500,0.6247,California
2024-06-06 21:00:00,ASSET-001,344.38,500,0.68876,California
2024-06-06 22:00:00,ASSET-001,233.85,500,0.4677,California
2024-06-06 23:00:00,ASSET-001,266.76,500,0.53352,California
2024-06-07 00:00:00,ASSET-001,217.93,500,0.43586,California
2024-06-07 01:00:00,ASSET-001,272.29,500,0.5445800000000001,California
2024-06-07 02:00:00,ASSET-001,315.01,500,0.63002,California
2024-06-07 03:00:00,ASSET-001,248.68,500,0.49736,California
2024-06-07 04:00:00,ASSET-001,300.83,500,0.60166,California
2024-06-07 05:00:00,ASSET-001,265.27,500,0.53054,California
2024-06-07 06:00:00,ASSET-001,287.17,500,0.5743400000000001,California
2024-06-07 07:00:00,ASSET-001,308.12,500,0.61624,California
2024-06-07 08:00:00,ASSET-001,289.19,500,0.57838,California
2024-06-07 09:00:00,ASSET-001,268.68,500,0.5373600000000001,California
2024-06-07 10:00:00,ASSET-001,326.8,500,0.6536000000000001,California
2024-06-07 11:00:00,ASSET-001,290.22,500,0.5804400000000001,California
2024-06-07 12:00:00,ASSET-001,312.34,500,0.6246799999999999,California
2024-06-07 13:00:00,ASSET-001,246.17,500,0.49234,California
2024-06-07 14:00:00,ASSET-001,289.93,500,0.57986,California
2024-06-07 15:00:00,ASSET-001,364.9,500,0.7298,California
2024-06-07 16:00:00,ASSET-001,322.45,500,0.6449,California
2024-06-07 17:00:00,ASSET-001,336.62,500,0.6732400000000001,California
2024-06-07 18:00:00,ASSET-001,308.58,500,0.6171599999999999,California
2024-06-07 19:00:00,ASSET-001,339.82,500,0.67964,California
2024-06-07 20:00:00,ASSET-001,331.35,500,0.6627000000000001,California
2024-06-07 21:00:00,ASSET-001,359.63,500,0.71926,California
2024-06-07 22:00:00,ASSET-001,325.51,500,0.6510199999999999,California
2024-06-07 23:00:00,ASSET-001,268.33,500,0.5366599999999999,California
2024-06-08 00:00:00,ASSET-001,393.05,500,0.7861,California
2024-06-08 01:00:00,ASSET-001,318.11,500,0.63622,California
2024-06-08 02:00:00,ASSET-001,314.09,500,0.62818,California
2024-06-08 03:00:00,ASSET-001,288.31,500,0.57662,California
2024-06-08 04:00:00,ASSET-001,269.18,500,0.5383600000000001,California
2024-06-08 05:00:00,ASSET-001,293.89,500,0.58778,California
2024-06-08 06:00:00,ASSET-001,258.61,500,0.51722,California
2024-06-08 07:00:00,ASSET-001,270.45,500,0.5408999999999999,California
2024-06-08 08:00:00,ASSET-001,274.86,500,0.54972,California
2024-06-08 09:00:00,ASSET-001,300.31,500,0.60062,California
2024-06-08 10:00:00,ASSET-001,345.49,500,0.69098,California
2024-06-08 11:00:00,ASSET-001,288.36,500,0.57672,California
2024-06-08 12:00:00,ASSET-001,294.33,500,0.58866,California
2024-06-08 13:00:00,ASSET-001,295.01,500,0.59002,California
2024-06-08 14:00:00,ASSET-001,293.01,500,0.58602,California
2024-06-08 15:00:00,ASSET-001,238.52,500,0.47704,California
2024-06-08 16:00:00,ASSET-001,342.26,500,0.68452,California
2024-06-08 17:00:00,ASSET-001,293.22,500,0.5864400000000001,California
2024-06-08 18:00:00,ASSET-001,310.02,500,0.6200399999999999,California
2024-06-08 19:00:00,ASSET-001,315.96,500,0.6319199999999999,California
2024-06-08 20:00:00,ASSET-001,304.53,500,0.6090599999999999,California
2024-06-08 21:00:00,ASSET-001,228.7,500,0.4574,California
2024-06-08 22:00:00,ASSET-001,289.92,500,0.57984,California
2024-06-08 23:00:00,ASSET-001,294.36,500,0.58872,California
2024-06-09 00:00:00,ASSET-001,281.91,500,0.5638200000000001,California
2024-06-09 01:00:00,ASSET-001,234.48,500,0.46896,California
2024-06-09 02:00:00,ASSET-001,259.35,500,0.5187,California
2024-06-09 03:00:00,ASSET-001,276.93,500,0.55386,California
2024-06-09 04:00:00,ASSET-001,367.85,500,0.7357,California
2024-06-09 05:00:00,ASSET-001,295.91,500,0.59182,California
2024-06-09 06:00:00,ASSET-001,290.02,500,0.58004,California
2024-06-09 07:00:00,ASSET-001,275.22,500,0.55044,California
2024-06-09 08:00:00,ASSET-001,382.27,500,0.76454,California
2024-06-09 09:00:00,ASSET-001,299.08,500,0.5981599999999999,California
2024-06-09 10:00:00,ASSET-001,355.9,500,0.7118,California
2024-06-09 11:00:00,ASSET-001,325.98,500,0.65196,California
2024-06-09 12:00:00,ASSET-001,328.67,500,0.65734,California
2024-06-09 13:00:00,ASSET-001,263.41,500,0.5268200000000001,California
2024-06-09 14:00:00,ASSET-001,205.98,500,0.41196,California
2024-06-09 15:00:00,ASSET-001,322.02,500,0.64404,California
2024-06-09 16:00:00,ASSET-001,320.77,500,0.64154,California
2024-06-09 17:00:00,ASSET-001,303.39,500,0.60678,California
2024-06-09 18:00:00,ASSET-001,212.14,500,0.42428,California
2024-06-09 19:00:00,ASSET-001,327.12,500,0.65424,California
2024-06-09 20:00:00,ASSET-001,298.29,500,0.59658,California
2024-06-09 21:00:00,ASSET-001,251.63,500,0.50326,California
2024-06-09 22:00:00,ASSET-001,329.35,500,0.6587000000000001,California
2024-06-09 23:00:00,ASSET-001,274.57,500,0.54914,California
2024-06-10 00:00:00,ASSET-001,220.14,500,0.44027999999999995,California
2024-06-10 01:00:00,ASSET-001,258.24,500,0.51648,California
2024-06-10 02:00:00,ASSET-001,229.09,500,0.45818000000000003,California
2024-06-10 03:00:00,ASSET-001,219.19,500,0.43838,California
2024-06-10 04:00:00,ASSET-001,359.4,500,0.7188,California
2024-06-10 05:00:00,ASSET-001,325.84,500,0.6516799999999999,California
2024-06-10 06:00:00,ASSET-001,240.48,500,0.48096,California
2024-06-10 07:00:00,ASSET-001,276.65,500,0.5532999999999999,California
2024-06-10 08:00:00,ASSET-001,371.07,500,0.74214,California
2024-06-10 09:00:00,ASSET-001,241.64,500,0.48328,California
2024-06-10 10:00:00,ASSET-001,225.36,500,0.45072,California
2024-06-10 11:00:00,ASSET-001,214.89,500,0.42978,California
2024-06-10 12:00:00,ASSET-001,271.54,500,0.54308,California
2024-06-10 13:00:00,ASSET-001,274.93,500,0.54986,California
2024-06-10 14:00:00,ASSET-001,320.47,500,0.6409400000000001,California
2024-06-10 15:00:00,ASSET-001,241.65,500,0.4833,California
2024-06-10 16:00:00,ASSET-001,239.31,500,0.47862,California
2024-06-10 17:00:00,ASSET-001,318.35,500,0.6367,California
2024-06-10 18:00:00,ASSET-001,210.88,500,0.42175999999999997,California
2024-06-10 19:00:00,ASSET-001,362.5,500,0.725,California
2024-06-10 20:00:00,ASSET-001,305.51,500,0.61102,California
2024-06-10 21:00:00,ASSET-001,234.27,500,0.46854,California
2024-06-10 22:00:00,ASSET-001,337.49,500,0.67498,California
2024-06-10 23:00:00,ASSET-001,271.83,500,0.5436599999999999,California
2024-06-11 00:00:00,ASSET-001,231.22,500,0.46244,California
2024-06-11 01:00:00,ASSET-001,268.21,500,0.53642,California
2024-06-11 02:00:00,ASSET-001,263.1,500,0.5262,California
2024-06-11 03:00:00,ASSET-001,337.39,500,0.6747799999999999,California
2024-06-11 04:00:00,ASSET-001,286.01,500,0.57202,California
2024-06-11 05:00:00,ASSET-001,250.35,500,0.5007,California
2024-06-11 06:00:00,ASSET-001,234.85,500,0.4697,California
2024-06-11 07:00:00,ASSET-001,301.14,500,0.6022799999999999,California
2024-06-11 08:00:00,ASSET-001,364.61,500,0.72922,California
2024-06-11 09:00:00,ASSET-001,342.4,500,0.6848,California
2024-06-11 10:00:00,ASSET-001,300.17,500,0.60034,California
2024-06-11 11:00:00,ASSET-001,298.14,500,0.5962799999999999,California
2024-06-11 12:00:00,ASSET-001,296.39,500,0.59278,California
2024-06-11 13:00:00,ASSET-001,232.85,500,0.4657,California
2024-06-11 14:00:00,ASSET-001,321.02,500,0.6420399999999999,California
2024-06-11 15:00:00,ASSET-001,260.23,500,0.52046,California
2024-06-11 16:00:00,ASSET-001,336.4,500,0.6728,California
2024-06-11 17:00:00,ASSET-001,179.75,500,0.3595,California
2024-06-11 18:00:00,ASSET-001,316.75,500,0.6335,California
2024-06-11 19:00:00,ASSET-001,354.15,500,0.7082999999999999,California
2024-06-11 20:00:00,ASSET-001,292.01,500,0.58402,California
2024-06-11 21:00:00,ASSET-001,436.78,500,0.8735599999999999,California
2024-06-11 22:00:00,ASSET-001,330.87,500,0.66174,California
2024-06-11 23:00:00,ASSET-001,284.09,500,0.5681799999999999,California
2024-06-12 00:00:00,ASSET-001,230.58,500,0.46116,California
2024-06-12 01:00:00,ASSET-001,268.59,500,0.53718,California
2024-06-12 02:00:00,ASSET-001,253.73,500,0.50746,California
2024-06-12 03:00:00,ASSET-001,262.56,500,0.52512,California
2024-06-12 04:00:00,ASSET-001,272.97,500,0.5459400000000001,California
2024-06-12 05:00:00,ASSET-001,288.01,500,0.57602,California
2024-06-12 06:00:00,ASSET-001,306.3,500,0.6126,California
2024-06-12 07:00:00,ASSET-001,390.96,500,0.78192,California
2024-06-12 08:00:00,ASSET-001,298.09,500,0.5961799999999999,California
2024-06-12 09:00:00,ASSET-001,339.61,500,0.67922,California
2024-06-12 10:00:00,ASSET-001,244.03,500,0.48806,California
2024-06-12 11:00:00,ASSET-001,332.91,500,0.6658200000000001,California
2024-06-12 12:00:00,ASSET-001,307.71,500,0.61542,California
2024-06-12 13:00:00,ASSET-001,228.56,500,0.45712,California
2024-06-12 14:00:00,ASSET-001,401.87,500,0.80374,California
2024-06-12 15:00:00,ASSET-001,388.0,500,0.776,California
2024-06-12 16:00:00,ASSET-001,313.53,500,0.62706,California
2024-06-12 17:00:00,ASSET-001,237.45,500,0.4749,California
2024-06-12 18:00:00,ASSET-001,322.5,500,0.645,California
2024-06-12 19:00:00,ASSET-001,314.0,500,0.628,California
2024-06-12 20:00:00,ASSET-001,325.85,500,0.6517000000000001,California
2024-06-12 21:00:00,ASSET-001,351.67,500,0.7033400000000001,California
2024-06-12 22:00:00,ASSET-001,275.91,500,0.5518200000000001,California
2024-06-12 23:00:00,ASSET-001,263.21,500,0.52642,California
2024-06-13 00:00:00,ASSET-001,317.68,500,0.63536,California
2024-06-13 01:00:00,ASSET-001,336.64,500,0.67328,California
2024-06-13 02:00:00,ASSET-001,287.54,500,0.57508,California
2024-06-13 03:00:00,ASSET-001,282.68,500,0.56536,California
2024-06-13 04:00:00,ASSET-001,335.86,500,0.67172,California
2024-06-13 05:00:00,ASSET-001,310.69,500,0.62138,California
2024-06-13 06:00:00,ASSET-001,280.41,500,0.5608200000000001,California
2024-06-13 07:00:00,ASSET-001,331.78,500,0.6635599999999999,California
2024-06-13 08:00:00,ASSET-001,343.78,500,0.68756,California
2024-06-13 09:00:00,ASSET-001,270.7,500,0.5414,California
2024-06-13 10:00:00,ASSET-001,269.47,500,0.5389400000000001,California
2024-06-13 11:00:00,ASSET-001,220.67,500,0.44133999999999995,California
2024-06-13 12:00:00,ASSET-001,243.6,500,0.48719999999999997,California
2024-06-13 13:00:00,ASSET-001,324.02,500,0.64804,California
2024-06-13 14:00:00,ASSET-001,325.89,500,0.65178,California
2024-06-13 15:00:00,ASSET-001,248.36,500,0.49672000000000005,California
2024-06-13 16:00:00,ASSET-001,331.92,500,0.66384,California
2024-06-13 17:00:00,ASSET-001,309.35,500,0.6187,California
2024-06-13 18:00:00,ASSET-001,324.29,500,0.64858,California
2024-06-13 19:00:00,ASSET-001,329.75,500,0.6595,California
2024-06-13 20:00:00,ASSET-001,288.2,500,0.5764,California
2024-06-13 21:00:00,ASSET-001,321.88,500,0.64376,California
2024-06-13 22:00:00,ASSET-001,339.09,500,0.67818,California
2024-06-13 23:00:00,ASSET-001,347.58,500,0.69516,California
2024-06-14 00:00:00,ASSET-001,396.6,500,0.7932,California
2024-06-14 01:00:00,ASSET-001,297.03,500,0.5940599999999999,California
2024-06-14 02:00:00,ASSET-001,336.72,500,0.67344,California
2024-06-14 03:00:00,ASSET-001,309.98,500,0.6199600000000001,California
2024-06-14 04:00:00,ASSET-001,321.61,500,0.64322,California
2024-06-14 05:00:00,ASSET-001,226.5,500,0.453,California
2024-06-14 06:00:00,ASSET-001,218.44,500,0.43688,California
2024-06-14 07:00:00,ASSET-001,310.86,500,0.62172,California
2024-06-14 08:00:00,ASSET-001,321.66,500,0.64332,California
2024-06-14 09:00:00,ASSET-001,256.87,500,0.51374,California
2024-06-14 10:00:00,ASSET-001,209.93,500,0.41986,California
2024-06-14 11:00:00,ASSET-001,307.74,500,0.61548,California
2024-06-14 12:00:00,ASSET-001,315.96,500,0.6319199999999999,California
2024-06-14 13:00:00,ASSET-001,267.33,500,0.5346599999999999,California
2024-06-14 14:00:00,ASSET-001,237.75,500,0.4755,California
2024-06-14 15:00:00,ASSET-001,257.13,500,0.5142599999999999,California
2024-06-14 16:00:00,ASSET-001,308.15,500,0.6163,California
2024-06-14 17:00:00,ASSET-001,309.13,500,0.61826,California
2024-06-14 18:00:00,ASSET-001,306.16,500,0.6123200000000001,California
2024-06-14 19:00:00,ASSET-001,293.95,500,0.5879,California
2024-06-14 20:00:00,ASSET-001,309.16,500,0.6183200000000001,California
2024-06-14 21:00:00,ASSET-001,297.12,500,0.59424,California
2024-06-14 22:00:00,ASSET-001,386.98,500,0.77396,California
2024-06-14 23:00:00,ASSET-001,212.79,500,0.42557999999999996,California
2024-06-15 00:00:00,ASSET-001,320.3,500,0.6406000000000001,California
2024-06-15 01:00:00,ASSET-001,342.81,500,0.68562,California
2024-06-15 02:00:00,ASSET-001,294.14,500,0.58828,California
2024-06-15 03:00:00,ASSET-001,304.14,500,0.6082799999999999,California
2024-06-15 04:00:00,ASSET-001,372.59,500,0.74518,California
2024-06-15 05:00:00,ASSET-001,325.22,500,0.65044,California
2024-06-15 06:00:00,ASSET-001,328.71,500,0.65742,California
2024-06-15 07:00:00,ASSET-001,323.43,500,0.64686,California
2024-06-15 08:00:00,ASSET-001,280.77,500,0.5615399999999999,California
2024-06-15 09:00:00,ASSET-001,278.67,500,0.5573400000000001,California
2024-06-15 10:00:00,ASSET-001,262.03,500,0.52406,California
2024-06-15 11:00:00,ASSET-001,314.0,500,0.628,California
2024-06-15 12:00:00,ASSET-001,322.98,500,0.6459600000000001,California
2024-06-15 13:00:00,ASSET-001,339.57,500,0.67914,California
2024-06-15 14:00:00,ASSET-001,193.9,500,0.38780000000000003,California
2024-06-15 15:00:00,ASSET-001,345.41,500,0.6908200000000001,California
2024-06-15 16:00:00,ASSET-001,227.39,500,0.45477999999999996,California
2024-06-15 17:00:00,ASSET-001,317.01,500,0.63402,California
2024-06-15 18:00:00,ASSET-001,305.89,500,0.61178,California
2024-06-15 19:00:00,ASSET-001,319.27,500,0.63854,California
2024-06-15 20:00:00,ASSET-001,348.85,500,0.6977000000000001,California
2024-06-15 21:00:00,ASSET-001,372.29,500,0.74458,California
2024-06-15 22:00:00,ASSET-001,283.73,500,0.5674600000000001,California
2024-06-15 23:00:00,ASSET-001,219.37,500,0.43874,California
2024-06-16 00:00:00,ASSET-001,331.95,500,0.6638999999999999,California
2024-06-16 01:00:00,ASSET-001,282.16,500,0.56432,California
2024-06-16 02:00:00,ASSET-001,345.47,500,0.6909400000000001,California
2024-06-16 03:00:00,ASSET-001,317.29,500,0.63458,California
2024-06-16 04:00:00,ASSET-001,348.45,500,0.6969,California
2024-06-16 05:00:00,ASSET-001,268.28,500,0.5365599999999999,California
2024-06-16 06:00:00,ASSET-001,279.72,500,0.55944,California
2024-06-16 07:00:00,ASSET-001,258.88,500,0.51776,California
2024-06-16 08:00:00,ASSET-001,273.61,500,0.54722,California
2024-06-16 09:00:00,ASSET-001,288.28,500,0.57656,California
2024-06-16 10:00:00,ASSET-001,219.21,500,0.43842000000000003,California
2024-06-16 11:00:00,ASSET-001,242.75,500,0.4855,California
2024-06-16 12:00:00,ASSET-001,335.54,500,0.67108,California
2024-06-16 13:00:00,ASSET-001,316.05,500,0.6321,California
2024-06-16 14:00:00,ASSET-001,299.9,500,0.5998,California
2024-06-16 15:00:00,ASSET-001,385.17,500,0.77034,California
2024-06-16 16:00:00,ASSET-001,248.84,500,0.49768,California
2024-06-16 17:00:00,ASSET-001,284.41,500,0.5688200000000001,California
2024-06-16 18:00:00,ASSET-001,238.07,500,0.47614,California
2024-06-16 19:00:00,ASSET-001,296.01,500,0.59202,California
2024-06-16 20:00:00,ASSET-001,295.87,500,0.59174,California
2024-06-16 21:00:00,ASSET-001,279.95,500,0.5599,California
2024-06-16 22:00:00,ASSET-001,397.22,500,0.79444,California
2024-06-16 23:00:00,ASSET-001,376.9,500,0.7537999999999999,California
2024-06-17 00:00:00,ASSET-001,343.19,500,0.68638,California
2024-06-17 01:00:00,ASSET-001,251.73,500,0.50346,California
2024-06-17 02:00:00,ASSET-001,359.76,500,0.7195199999999999,California
2024-06-17 03:00:00,ASSET-001,277.39,500,0.5547799999999999,California
2024-06-17 04:00:00,ASSET-001,256.7,500,0.5134,California
2024-06-17 05:00:00,ASSET-001,278.41,500,0.5568200000000001,California
2024-06-17 06:00:00,ASSET-001,294.25,500,0.5885,California
2024-06-17 07:00:00,ASSET-001,348.09,500,0.6961799999999999,California
2024-06-17 08:00:00,ASSET-001,342.85,500,0.6857000000000001,California
2024-06-17 09:00:00,ASSET-001,239.11,500,0.47822000000000003,California
2024-06-17 10:00:00,ASSET-001,302.57,500,0.60514,California
2024-06-17 11:00:00,ASSET-001,350.03,500,0.7000599999999999,California
2024-06-17 12:00:00,ASSET-001,258.21,500,0.51642,California
2024-06-17 13:00:00,ASSET-001,370.83,500,0.74166,California
2024-06-17 14:00:00,ASSET-001,319.62,500,0.63924,California
2024-06-17 15:00:00,ASSET-001,305.31,500,0.61062,California
2024-06-17 16:00:00,ASSET-001,307.2,500,0.6144,California
2024-06-17 17:00:00,ASSET-001,306.55,500,0.6131,California
2024-06-17 18:00:00,ASSET-001,281.41,500,0.5628200000000001,California
2024-06-17 19:00:00,ASSET-001,285.15,500,0.5702999999999999,California
2024-06-17 20:00:00,ASSET-001,337.11,500,0.67422,California
2024-06-17 21:00:00,ASSET-001,275.22,500,0.55044,California
2024-06-17 22:00:00,ASSET-001,246.97,500,0.49394,California
2024-06-17 23:00:00,ASSET-001,356.79,500,0.71358,California
